MSW3_ID,MSWFamilyLatin,Scientific,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
165,Dasyuridae,Sminthopsis aitkeni,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,22.5,Ref_117,1
166,Dasyuridae,Sminthopsis granulipes,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25,Ref_117,1
167,Dasyuridae,Sminthopsis gilberti,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,19.5,Ref_117,1
168,Dasyuridae,Planigale gilesi,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,9.2,Ref_117,1
169,Dasyuridae,Planigale tenuirostris,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6.05,Ref_117,1
170,Dasyuridae,Planigale novaeguineae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,14.9,Ref_117,1
171,Dasyuridae,Planigale ingrami,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4.25,Ref_117,1
172,Dasyuridae,Planigale maculata,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11,Ref_117,1
173,Thylacomyidae,Macrotis lagotis,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1350,Ref_117,1
174,Thylacomyidae,Macrotis leucura,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,354,Ref_117,1
176,Peramelidae,Isoodon auratus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,425,Ref_117,1
177,Peramelidae,Isoodon macrourus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1600,Ref_117,1
178,Peramelidae,Isoodon obesulus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,775,Ref_117,1
179,Peramelidae,Perameles nasuta,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,975,Ref_117,1
180,Peramelidae,Perameles gunnii,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,870,Ref_117,1
181,Peramelidae,Perameles eremiana,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,500,Ref_117,1
182,Peramelidae,Perameles bougainville,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,226,Ref_117,1
183,Peramelidae,Peroryctes raffrayana,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,838.5,Ref_117,1
184,Peramelidae,Peroryctes broadbenti,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4800,Ref_117,1
185,Peramelidae,Echymipera clara,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1236.5,Ref_117,1
186,Peramelidae,Echymipera davidi,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,950,Ref_117,1
187,Peramelidae,Echymipera echinista,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1000,Ref_117,1
188,Peramelidae,Echymipera kalubu,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,782.17,Ref_117,1
189,Peramelidae,Echymipera rufescens,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1100,Ref_117,1
190,Peramelidae,Microperoryctes longicauda,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,538,Ref_117,1
191,Peramelidae,Microperoryctes murina,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,817.52,Ref_178,2
192,Peramelidae,Microperoryctes papuensis,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,158,Ref_117,1
193,Peramelidae,Rhynchomeles prattorum,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,817.52,Ref_178,2
194,Phascolarctidae,Phascolarctos cinereus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,10250,Ref_117,1
195,Vombatidae,Lasiorhinus krefftii,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2900,Ref_117,1
196,Vombatidae,Lasiorhinus latifrons,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25500,Ref_117,1
197,Vombatidae,Vombatus ursinus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_58,ABC,26000,Ref_117,1
198,Burramyidae,Burramys parvus,40,0,0,0,0,0,30,0,30,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,41.5,Ref_117,1
199,Burramyidae,Cercartetus nanus,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,24,Ref_117,1
200,Burramyidae,Cercartetus caudatus,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,25,Ref_117,1
201,Burramyidae,Cercartetus concinnus,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,13,Ref_117,1
202,Burramyidae,Cercartetus lepidus,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,7,Ref_117,1
203,Phalangeridae,Ailurops melanotis,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,Ar,A,,0,0,1,Ref_2,D1,10000,"Ref_2, Ref_3",0
204,Phalangeridae,Ailurops ursinus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,10000,Ref_117,1
205,Phalangeridae,Phalanger lullulae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1632.5,Ref_117,1
206,Phalangeridae,Phalanger vestitus,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1850,Ref_117,1
207,Phalangeridae,Phalanger sericeus,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2003,Ref_117,1
208,Phalangeridae,Phalanger rothschildi,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1365,Ref_117,1
209,Phalangeridae,Phalanger ornatus,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1787.5,Ref_117,1
210,Phalangeridae,Phalanger orientalis,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2168.75,Ref_117,1
211,Phalangeridae,Phalanger mimicus,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
212,Phalangeridae,Phalanger matabiru,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
213,Phalangeridae,Phalanger intercastellanus,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1747.5,Ref_117,1
214,Phalangeridae,Phalanger gymnotis,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2597.89,Ref_58,1
215,Phalangeridae,Phalanger carmelitae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2047.5,Ref_117,1
216,Phalangeridae,Phalanger alexandrae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
217,Phalangeridae,Phalanger matanim,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1550,Ref_117,1
218,Phalangeridae,Spilocuscus rufoniger,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,6000,Ref_117,1
219,Phalangeridae,Spilocuscus kraemeri,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0
220,Phalangeridae,Spilocuscus maculatus,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,5106.75,Ref_117,1
221,Phalangeridae,Spilocuscus papuensis,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0
222,Phalangeridae,Strigocuscus celebensis,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,500,Ref_117,1
223,Phalangeridae,Strigocuscus pelengensis,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,500,"Ref_2, Ref_3",0
224,Phalangeridae,Trichosurus arnhemensis,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1
225,Phalangeridae,Trichosurus caninus,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,3500,Ref_117,1
226,Phalangeridae,Trichosurus cunninghami,0,0,0,0,0,0,0,0,0,100,Ref_7,ABC,Ar,A,,1,0,0,Ref_2,D1,2293.08,"Ref_2, Ref_3",0
227,Phalangeridae,Trichosurus johnstonii,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2293.08,"Ref_2, Ref_3",0
228,Phalangeridae,Trichosurus vulpecula,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2650,Ref_117,1
229,Phalangeridae,Wyulda squamicaudata,20,0,0,0,10,0,20,0,0,50,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1675,Ref_117,1
230,Pseudocheiridae,Hemibelideus lemuroides,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,952.5,Ref_117,1
231,Pseudocheiridae,Petauroides volans,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1
232,Pseudocheiridae,Petropseudes dahli,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1640,Ref_117,1
233,Pseudocheiridae,Pseudocheirus peregrinus,0,0,0,0,0,0,20,10,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,900,Ref_117,1
234,Pseudocheiridae,Pseudochirulus caroli,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,456.02,Ref_58,1
235,Pseudocheiridae,Pseudochirulus schlegeli,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,255.44,Ref_58,1
236,Pseudocheiridae,Pseudochirulus mayeri,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,151.75,Ref_58,1
237,Pseudocheiridae,Pseudochirulus larvatus,0,0,0,0,0,0,20,0,0,80,Ref_100,ABC,Ar,A,,1,0,0,Ref_1,ABC,448.3,"Ref_2, Ref_3",0
238,Pseudocheiridae,Pseudochirulus herbertensis,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1098.34,Ref_58,1
239,Pseudocheiridae,Pseudochirulus forbesi,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,639.16,Ref_58,1
240,Pseudocheiridae,Pseudochirulus cinereus,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,977.48,Ref_58,1
241,Pseudocheiridae,Pseudochirulus canescens,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,300,Ref_58,1
242,Pseudocheiridae,Pseudochirops albertisii,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,784.85,Ref_117,1
243,Pseudocheiridae,Pseudochirops archeri,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1091.5,Ref_117,1
244,Pseudocheiridae,Pseudochirops corinnae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1123,Ref_117,1
245,Pseudocheiridae,Pseudochirops coronatus,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
246,Pseudocheiridae,Pseudochirops cupreus,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1724.5,Ref_117,1
247,Petauridae,Dactylopsila tatei,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,252,Ref_117,1
248,Petauridae,Dactylopsila trivirgata,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,413.53,Ref_117,1
249,Petauridae,Dactylopsila palpator,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,398,Ref_117,1
250,Petauridae,Dactylopsila megalura,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,277.74,Ref_178,2
251,Petauridae,Gymnobelideus leadbeateri,50,0,0,0,0,0,0,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,127,Ref_117,1
252,Petauridae,Petaurus abidi,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,278,Ref_117,1
253,Petauridae,Petaurus breviceps,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,106.28,Ref_117,1
254,Petauridae,Petaurus norfolcensis,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,230,Ref_117,1
255,Petauridae,Petaurus australis,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,575,Ref_117,1
256,Petauridae,Petaurus gracilis,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,353,Ref_117,1
257,Petauridae,Petaurus biacensis,40,0,0,0,10,0,0,30,20,0,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,90.98,Ref_58,1
258,Tarsipedidae,Tarsipes rostratus,0,0,0,0,0,0,0,100,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,9,Ref_117,1
259,Acrobatidae,Acrobates pygmaeus,80,0,0,0,0,0,0,10,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,12,Ref_117,1
260,Acrobatidae,Distoechurus pennatus,40,0,0,0,0,0,40,20,0,0,Ref_113,ABC,Ar,A,,1,0,0,Ref_1,ABC,44.1,Ref_117,1
261,Macropodidae,Lagorchestes leporides,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3000,Ref_117,1
262,Macropodidae,Lagorchestes hirsutus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1265,Ref_117,1
263,Macropodidae,Lagorchestes conspicillatus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3050,Ref_117,1
264,Macropodidae,Lagorchestes asomatus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
265,Macropodidae,Macropus fuliginosus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,22000,Ref_117,1
266,Macropodidae,Macropus giganteus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,25875,Ref_117,1
267,Macropodidae,Macropus parryi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,13500,Ref_117,1
268,Macropodidae,Macropus dorsalis,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,11250,Ref_117,1
269,Macropodidae,Macropus eugenii,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,6500,Ref_117,1
270,Macropodidae,Macropus greyi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,10000,Ref_117,1
271,Macropodidae,Macropus parma,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,4500,Ref_117,1
272,Macropodidae,Macropus agilis,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,15000,Ref_117,1
273,Macropodidae,Macropus rufogriseus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,16850,Ref_117,1
274,Macropodidae,Macropus irma,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,8000,Ref_117,1
275,Macropodidae,Macropus antilopinus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,27250,Ref_117,1
276,Macropodidae,Macropus robustus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,21262.5,Ref_117,1
277,Macropodidae,Macropus bernardus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,17000,Ref_117,1
278,Macropodidae,Macropus rufus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,46250,Ref_117,1
279,Macropodidae,Dendrolagus inustus,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,13031.25,Ref_117,1
280,Macropodidae,Dendrolagus lumholtzi,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,6750,Ref_117,1
281,Macropodidae,Dendrolagus matschiei,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,6960,Ref_117,1
282,Macropodidae,Dendrolagus mbaiso,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,9395.06,Ref_58,1
283,Macropodidae,Dendrolagus pulcherrimus,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_2,D1,9511.11,"Ref_2, Ref_3",0
284,Macropodidae,Dendrolagus scottae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,10375,Ref_117,1
285,Macropodidae,Dendrolagus spadix,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,9100,Ref_117,1
286,Macropodidae,Dendrolagus stellarum,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_2,D1,9511.11,"Ref_2, Ref_3",0
287,Macropodidae,Dendrolagus ursinus,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,13250,Ref_117,1
288,Macropodidae,Dendrolagus bennettianus,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,10950,Ref_117,1
289,Macropodidae,Dendrolagus dorianus,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,9581,Ref_117,1
290,Macropodidae,Dendrolagus goodfellowi,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,8025,Ref_117,1
291,Macropodidae,Dorcopsis luctuosa,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,6352,Ref_117,1
292,Macropodidae,Dorcopsis muelleri,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5500,Ref_117,1
293,Macropodidae,Dorcopsis hageni,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5500,Ref_117,1
294,Macropodidae,Dorcopsis atrata,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5916.5,Ref_117,1
295,Macropodidae,Dorcopsulus vanheurni,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1785.75,Ref_117,1
296,Macropodidae,Dorcopsulus macleayi,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2988,Ref_117,1
297,Macropodidae,Onychogalea unguifera,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6650,Ref_117,1
298,Macropodidae,Onychogalea lunata,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3500,Ref_117,1
299,Macropodidae,Onychogalea fraenata,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5500,Ref_117,1
300,Macropodidae,Petrogale purpureicollis,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,5850,Ref_130,1
301,Macropodidae,Petrogale coenensis,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
302,Macropodidae,Petrogale burbidgei,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1258,Ref_117,1
303,Macropodidae,Petrogale brachyotis,0,0,0,0,0,0,10,0,10,80,Ref_37,ABC,G,A,,1,0,0,Ref_1,ABC,4050,Ref_117,1
304,Macropodidae,Petrogale assimilis,0,0,0,0,0,0,10,0,0,90,Ref_37,ABC,G,A,,1,0,0,Ref_1,ABC,4500,Ref_117,1
305,Macropodidae,Petrogale godmani,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4750,Ref_117,1
306,Macropodidae,Petrogale xanthopus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8500,Ref_117,1
307,Macropodidae,Petrogale sharmani,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
308,Macropodidae,Petrogale herberti,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
309,Macropodidae,Petrogale inornata,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4600,Ref_117,1
310,Macropodidae,Petrogale lateralis,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4625,Ref_117,1
311,Macropodidae,Petrogale mareeba,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
312,Macropodidae,Petrogale concinna,0,0,0,0,0,0,0,0,0,100,Ref_37,ABC,G,A,,1,0,0,Ref_1,ABC,1400,Ref_117,1
313,Macropodidae,Petrogale persephone,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6200,Ref_117,1
314,Macropodidae,Petrogale rothschildi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3400,Ref_117,1
315,Macropodidae,Petrogale penicillata,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7100,Ref_117,1
316,Macropodidae,Setonix brachyurus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3250,Ref_117,1
317,Macropodidae,Thylogale calabyi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,4326.13,Ref_117,1
318,Macropodidae,Thylogale browni,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5478,Ref_117,1
319,Macropodidae,Thylogale thetis,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5400,Ref_117,1
320,Macropodidae,Thylogale stigmatica,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,4600,Ref_117,1
321,Macropodidae,Thylogale lanatus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_2,D1,4758.79,"Ref_2, Ref_3",0
322,Macropodidae,Thylogale brunii,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,3620,Ref_117,1
323,Macropodidae,Thylogale billardierii,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5450,Ref_117,1
324,Macropodidae,Wallabia bicolor,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15000,Ref_117,1
325,Macropodidae,Lagostrophus fasciatus,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1700,Ref_117,1
326,Hypsiprymnodontidae,Hypsiprymnodon moschatus,70,0,0,0,0,0,20,0,0,10,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,520,Ref_117,1
327,Potoroidae,Aepyprymnus rufescens,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3250,Ref_117,1
328,Potoroidae,Bettongia lesueur,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
